firesetting behavior,407
glioblastoma,408
"glomerulosclerosis, focal segmental",409
hiv wasting syndrome,410
hyperandrogenism,411
hypercholesterolemia,412
hyperinsulinism,413
hyperphagia,414
hypoglycemia,415
hypogonadism,416
hypopituitarism,417
hypotension,418
impulse control disorders,419
klinefelter syndrome,420
leydig cell tumor,421
lithiasis,422
"lymphoma, non-hodgkin",423
malaria,424
"melanoma, experimental",425
mental disorders,426
metabolic syndrome x,427
muscular atrophy,428
"nephritis, interstitial",429
non-alcoholic fatty liver disease,430
obesity,431
"plaque, atherosclerotic",432
polycythemia,433
reperfusion injury,434
salivary gland neoplasms,435
sebaceous gland neoplasms,436
"sexual dysfunction, physiological",437
"sexual dysfunctions, psychological",438
"shock, hemorrhagic",439
"shock, traumatic",440
"sleep apnea, obstructive",441
splenic diseases,442
stomach diseases,443
varicocele,444
vascular calcification,445
virilism,446
voice disorders,447
"abdomen, acute",448
abdominal pain,449
abruptio placentae,450
accelerated idioventricular rhythm,451
acid-base imbalance,452
acidosis,453
acute coronary syndrome,454
agoraphobia,455
agranulocytosis,456
aids dementia complex,457
"akathisia, drug-induced",458
"alveolitis, extrinsic allergic",459
anaphylaxis,460
aneurysm,461
"aneurysm, dissecting",462
"aneurysm, ruptured",463
"angina, unstable",464
anisocoria,465
anterior spinal artery syndrome,466
anterior wall myocardial infarction,467
anti-glomerular basement membrane disease,468
anuria,469
aortic diseases,470
aortic rupture,471
aphasia,472
apnea,473
arthralgia,474
arthritis,475
asthma,476
athetosis,477
atresia of small intestine,478
atrial fibrillation,479
atrial flutter,480
atrioventricular block,481
auditory perceptual disorders,482
autonomic nervous system diseases,483
basal ganglia cerebrovascular disease,484
basal ganglia diseases,485
basal ganglia hemorrhage,486
bipolar disorder,487
blindness,488
blood platelet disorders,489
botulism,490
bradycardia,491
"brain damage, chronic",492
brain stem infarctions,493
bronchial diseases,494
bronchial spasm,495
bronchiolitis obliterans,496
brown-sequard syndrome,497
bundle-branch block,498
"cardiac complexes, premature",499
"cardiomyopathy, dilated",500
"carotid artery, internal, dissection",501
catatonia,502
cellulitis,503
central nervous system cysts,504
central nervous system diseases,505
cerebellar diseases,506
chest pain,507
chills,508
chorea,509
churg-strauss syndrome,510
cluster headache,511
"colitis, ischemic",512
colonic diseases,513
color vision defects,514
coma,515
compartment syndromes,516
confusion,517
"constriction, pathologic",518
coronary aneurysm,519
coronary stenosis,520
coronary thrombosis,521
coronary vasospasm,522
cough,523
cranial nerve diseases,524
cryoglobulinemia,525
"death, sudden",526
"death, sudden, cardiac",527
deglutition disorders,528
delirium,529
demyelinating diseases,530
developmental disabilities,531
diabetes insipidus,532
disorders of excessive somnolence,533
drug eruptions,534
dyspnea,535
dystonia,536
emphysema,537
encephalomalacia,538
"encephalomyelitis, acute disseminated",539
endarteritis,540
endocarditis,541
endophthalmitis,542
enteritis,543
enterocolitis,544
"epilepsy, tonic-clonic",545
epistaxis,546
exophthalmos,547
eye hemorrhage,548
eyelid diseases,549
facial injuries,550
facial pain,551
fetal distress,552
"fetal membranes, premature rupture",553
fever,554
fibromuscular dysplasia,555
finger injuries,556
fistula,557
flank pain,558
gastroenteritis,559
gastrointestinal hemorrhage,560
gastroschisis,561
gingival diseases,562
gingival recession,563
granuloma,564
"granuloma, foreign-body",565
"granuloma, lethal midline",566
hallucinations,567
hearing loss,568
"hearing loss, bilateral",569
"hearing loss, sudden",570
heart arrest,571
"heart rupture, post-infarction",572
"heart septal defects, atrial",573
heart valve diseases,574
heat stroke,575
helicobacter infections,576
hematoma,577
"hematoma, epidural, spinal",578
"hematoma, subdural",579
"hematoma, subdural, acute",580
hemolytic-uremic syndrome,581
hemoperitoneum,582
hepatic encephalopathy,583
heroin dependence,584
hiv infections,585
hydranencephaly,586
hyperammonemia,587
hypercalcemia,588
hyperkalemia,589
"hypertension, pulmonary",590
hypertensive encephalopathy,591
hypesthesia,592
hyphema,593
hypokalemia,594
hypokalemic periodic paralysis,595
hypothermia,596
hypothyroidism,597
"hypoxia, brain",598
"hypoxia-ischemia, brain",599
iliac aneurysm,600
"infant, premature, diseases",601
infarction,602
"infarction, posterior cerebral artery",603
infection,604
intestinal obstruction,605
intracranial arterial diseases,606
intracranial thrombosis,607
intraoperative complications,608
intussusception,609
ischemia,610
"ischemic attack, transient",611
jaundice,612
keratitis,613
"kidney failure, chronic",614
"kidney tubular necrosis, acute",615
kleeblattschaedel syndrome,616
labyrinth diseases,617
lacrimal duct obstruction,618
language development disorders,619
laryngeal diseases,620
laryngeal edema,621
lateral medullary syndrome,622
lethargy,623
leukocytosis,624
leukoencephalopathies,625
"leukoencephalopathy, progressive multifocal",626
"limb deformities, congenital",627
lip diseases,628
liver failure,629
long qt syndrome,630
low back pain,631
"lung diseases, interstitial",632
magnesium deficiency,633
meconium aspiration syndrome,634
mediastinal emphysema,635
meningitis,636
mental disorders diagnosed in childhood,637
mesenteric vascular disease,638
mesenteric vascular occlusion,639
migraine disorders,640
mitral valve insufficiency,641
mobius syndrome,642
mononeuropathies,643
motor skills disorders,644
mouth abnormalities,645
mouth diseases,646
moyamoya disease,647
multiple organ failure,648
muscle hypertonia,649
muscle rigidity,650
muscle spasticity,651
muscle weakness,652
mutism,653
myasthenia gravis,654
mydriasis,655
myocardial stunning,656
nasal obstruction,657
neonatal abstinence syndrome,658
"neoplasms, fibrous tissue",659
neurobehavioral manifestations,660
neuroleptic malignant syndrome,661
neuromuscular diseases,662
neutropenia,663
"nose deformities, acquired",664
nose diseases,665
nose neoplasms,666
obsessive-compulsive disorder,667
"obstetric labor, premature",668
ocular motility disorders,669
ophthalmoplegia,670
optic nerve diseases,671
oral fistula,672
orbital cellulitis,673
orbital diseases,674
osteomyelitis,675
osteonecrosis,676
pancreatitis,677
panniculitis,678
papilledema,679
paranasal sinus diseases,680
paranoid disorders,681
paresis,682
paresthesia,683
peptic ulcer perforation,684
periodontal diseases,685
peripheral vascular diseases,686
peritonitis,687
personality disorders,688
photosensitivity disorders,689
placenta accreta,690
pneumopericardium,691
pneumothorax,692
poland syndrome,693
postoperative complications,694
pregnancy complications,695
"pregnancy complications, cardiovascular",696
"pregnancy complications, hematologic",697
priapism,698
psychomotor agitation,699
psychomotor disorders,700
"psychoses, substance-induced",701
puerperal disorders,702
pulmonary arterial hypertension,703
pulmonary edema,704
pulmonary emphysema,705
pulmonary infarction,706
pupil disorders,707
"purpura, schoenlein-henoch",708
"purpura, thrombotic thrombocytopenic",709
putaminal hemorrhage,710
pyoderma gangrenosum,711
quadriplegia,712
raynaud disease,713
reactive attachment disorder,714
reflex sympathetic dystrophy,715
renal artery obstruction,716
respiration disorders,717
"respiratory distress syndrome, newborn",718
respiratory insufficiency,719
respiratory tract fistula,720
retinal artery occlusion,721
retinal diseases,722
retroperitoneal fibrosis,723
rhabdomyolysis,724
rhinitis,725
schizophrenia,726
"scleroderma, systemic",727
scotoma,728
self mutilation,729
sensation disorders,730
shock,731
"shock, cardiogenic",732
"sialometaplasia, necrotizing",733
sialorrhea,734
sinoatrial block,735
"sinus arrest, cardiac",736
sinusitis,737
"skin diseases, vascular",738
sleep deprivation,739
sleep disorders,740
spasm,741
speech disorders,742
spinal cord ischemia,743
splenic infarction,744
stereotypic movement disorder,745
stomach ulcer,746
stomatognathic diseases,747
strabismus,748
subarachnoid hemorrhage,749
subcutaneous emphysema,750
sudden infant death,751
syncope,752
"syphilis, congenital",753
systemic vasculitis,754
"tachycardia, sinus",755
"tachycardia, supraventricular",756
takotsubo cardiomyopathy,757
temporomandibular joint disorders,758
temporomandibular joint dysfunction syndrome,759
thrombocytopenia,760
thrombocytosis,761
tic disorders,762
tooth erosion,763
torticollis,764
tremor,765
trichotillomania,766
ulcer,767
unconsciousness,768
"upper extremity deformities, congenital",769
urinary incontinence,770
uterine rupture,771
vascular diseases,772
vascular headaches,773
"vasculitis, central nervous system",774
venous insufficiency,775
vertebrobasilar insufficiency,776
wegener granulomatosis,777
xerostomia,778
cerebral palsy,779
dementia,780
"mercury poisoning, nervous system",781
nephrosis,782
neurologic manifestations,783
"trauma, nervous system",784
adenocarcinoma of lung,785
"adenocarcinoma, papillary",786
adenoma,787
"adenoma, bile duct",788
ageusia,789
agricultural workers&apos; diseases,790
alcohol withdrawal delirium,791
alzheimer disease,792
amblyopia,793
"anemia, aplastic",794
"anemia, hemolytic, autoimmune",795
"anemia, megaloblastic",796
"anemia, sickle cell",797
"anemia, sideroblastic",798
anencephaly,799
anus neoplasms,800
"aortic aneurysm, abdominal",801
"arthritis, psoriatic",802
astrocytoma,803
brain neoplasms,804
"carcinoma, renal cell",805
"carcinoma, squamous cell",806
cataract,807
central nervous system neoplasms,808
cerebellar ataxia,809
chromosome breakage,810
colorectal neoplasms,811
corneal opacity,812
coronary restenosis,813
diabetes mellitus,814
ectodermal dysplasia,815
endometrial hyperplasia,816
esophageal achalasia,817
esophageal neoplasms,818
exfoliation syndrome,819
"fatty liver, alcoholic",820
fibrosarcoma,821
flushing,822
gastritis,823
gastrointestinal diseases,824
"genital neoplasms, male",825
genomic instability,826
glaucoma,827
glycosylphosphatidylinositol deficiency,828
hemangioma,829
hematologic diseases,830
hepatoblastoma,831
"histiocytoma, malignant fibrous",832
hiv seropositivity,833
hydrocephalus,834
hyperhomocysteinemia,835
laryngeal neoplasms,836
leukemia,837
"leukemia, myeloid, acute",838
leukemic infiltration,839
lice infestations,840
"lower extremity deformities, congenital",841
"lymphoma, b-cell",842
"lymphoma, t-cell",843
lymphoproliferative disorders,844
"malaria, falciparum",845
maxillofacial abnormalities,846
meningioma,847
microsatellite instability,848
mouth neoplasms,849
mucositis,850
multiple chemical sensitivity,851
muscular diseases,852
nasopharyngeal neoplasms,853
neurilemmoma,854
neurodegenerative diseases,855
occupational diseases,856
oligodendroglioma,857
osteomalacia,858
osteoporosis,859
papilloma,860
pharyngeal neoplasms,861
polyneuropathies,862
psoriasis,863
psychophysiologic disorders,864
retinal degeneration,865
retinoblastoma,866
scabies,867
spinal cord diseases,868
spinal dysraphism,869
"sprue, tropical",870
thymus neoplasms,871
tongue neoplasms,872
toxoplasmosis,873
uremia,874
wilms tumor,875
abdominal neoplasms,876
"acidosis, lactic",877
"acidosis, respiratory",878
acrodynia,879
acute disease,880
acute lung injury,881
"adenoma, islet cell",882
adrenal gland neoplasms,883
alcohol-related disorders,884
alkalosis,885
"amnesia, retrograde",886
anisometropia,887
apraxias,888
arnold-chiari malformation,889
arteritis,890
ascites,891
astigmatism,892
ataxia telangiectasia,893
back pain,894
"blindness, cortical",895
"bone diseases, metabolic",896
"brain diseases, metabolic",897
"breast neoplasms, male",898
camptocormia,899
"carcinoma, ductal, breast",900
"carcinoma, non-small-cell lung",901
"carcinoma, pancreatic ductal",902
"carcinoma, transitional cell",903
cardiovirus infections,904
cartilage diseases,905
cecal diseases,906
cholecystitis,907
cholelithiasis,908
choroid diseases,909
conduct disorder,910
consciousness disorders,911
corneal diseases,912
craniosynostoses,913
cystic fibrosis,914
dandy-walker syndrome,915
dermatitis,916
"dermatitis, allergic contact",917
"dermatitis, atopic",918
"dermatitis, irritant",919
dermatofibrosarcoma,920
dermatomyositis,921
diabetes complications,922
diabetic cardiomyopathies,923
diabetic ketoacidosis,924
diabetic retinopathy,925
double outlet right ventricle,926
drug overdose,927
dysarthria,928
dyskinesias,929
dyspareunia,930
dysphonia,931
ear diseases,932
embolism,933
"embolism, fat",934
endocardial cushion defects,935
endocrine system diseases,936
enuresis,937
"epidermal necrolysis, toxic",938
"epilepsies, partial",939
"epilepsy, complex partial",940
"epilepsy, generalized",941
"epilepsy, reflex",942
"epilepsy, rolandic",943
"epilepsy, temporal lobe",944
erythema multiforme,945
"esophagitis, peptic",946
essential tremor,947
female urogenital diseases,948
fetal resorption,949
fibroadenoma,950
"fibromatosis, abdominal",951
gait ataxia,952
"gait disorders, neurologic",953
"glaucoma, angle-closure",954
"glomerulonephritis, membranous",955
gout,956
granulosa cell tumor of the ovary,957
hair diseases,958
hemorrhagic disorders,959
"hepatitis, chronic",960
hernia,961
hyperemia,962
hypergammaglobulinemia,963
"hyperlipidemia, familial combined",964
hyperlipoproteinemias,965
hyperlipoproteinemia type ii,966
hyperlipoproteinemia type iv,967
hyperoxaluria,968
hypersensitivity,969
hypertelorism,970
hyperuricemia,971
hyponatremia,972
hypoplastic left heart syndrome,973
immunoproliferative disorders,974
inappropriate adh syndrome,975
"influenza, human",976
intellectual disability,977
intracranial embolism,978
intracranial hypertension,979
keloid,980
ketosis,981
leukopenia,982
lipid metabolism disorders,983
lipidoses,984
lipomyelomeningocele,985
"lupus erythematosus, cutaneous",986
"lymphangiectasis, intestinal",987
"lymphoma, t-cell, cutaneous",988
macular edema,989
malformations of cortical development,990
massive hepatic necrosis,991
"melanoma, amelanotic",992
melas syndrome,993
meningocele,994
meningomyelocele,995
micrognathism,996
migraine with aura,997
migraine without aura,998
mitochondrial diseases,999
mitochondrial myopathies,1000
"mixed tumor, mullerian",1001
multiple myeloma,1002
muscle hypotonia,1003
musculoskeletal diseases,1004
myelodysplastic syndromes,1005
"myoclonic epilepsy, juvenile",1006
myoglobinuria,1007
myositis,1008
"neoplasm recurrence, local",1009
"nephrosis, lipoid",1010
nephrotic syndrome,1011
nerve sheath neoplasms,1012
neurogenic bowel,1013
neurogenic inflammation,1014
neuromuscular manifestations,1015
"niemann-pick disease, type c",1016
nocturnal enuresis,1017
"nystagmus, congenital",1018
"nystagmus, pathologic",1019
optic neuritis,1020
"pain, postoperative",1021
pancreatic pseudocyst,1022
pancytopenia,1023
"panniculitis, peritoneal",1024
papillomavirus infections,1025
"parkinson disease, secondary",1026
parkinsonian disorders,1027
pericarditis,1028
pheochromocytoma,1029
pleural effusion,1030
pleural neoplasms,1031
poems syndrome,1032
polymyositis,1033
"porphyria, acute intermittent",1034
postoperative hemorrhage,1035
protein deficiency,1036
pseudolymphoma,1037
pseudotumor cerebri,1038
"red-cell aplasia, pure",1039
renal hypouricemia,1040
retinitis pigmentosa,1041
reye syndrome,1042
rhabdomyosarcoma,1043
schistosomiasis japonica,1044
schistosomiasis mansoni,1045
"scleroderma, localized",1046
"seizures, febrile",1047
"signs and symptoms, digestive",1048
skin abnormalities,1049
"spasms, infantile",1050
spina bifida cystica,1051
spina bifida occulta,1052
spinal cord injuries,1053
stevens-johnson syndrome,1054
"stress disorders, post-traumatic",1055
stupor,1056
stuttering,1057
syndrome,1058
systemic carnitine deficiency,1059
tension-type headache,1060
tinnitus,1061
tongue diseases,1062
"translocation, genetic",1063
transposition of great vessels,1064
"twins, conjoined",1065
unverricht-lundborg syndrome,1066
urinary bladder diseases,1067
"urinary bladder, neurogenic",1068
uterine prolapse,1069
valproic acid antenatal infection,1070
"vasculitis, leukocytoclastic, cutaneous",1071
abducens nerve diseases,1072
alcohol withdrawal seizures,1073
"anemia, hypochromic",1074
"arthritis, gouty",1075
"arthritis, rheumatoid",1076
azotemia,1077
behcet syndrome,1078
calcinosis,1079
"cardiomyopathy, alcoholic",1080
central nervous system infections,1081
cholangitis,1082
"dermatitis, exfoliative",1083
duodenal ulcer,1084
end stage liver disease,1085
extravasation of diagnostic and therapeutic materials,1086
facial paralysis,1087
fibromyalgia,1088
gingival hyperplasia,1089
gingival hypertrophy,1090
gingival overgrowth,1091
gingivitis,1092
graft vs host disease,1093
guillain-barre syndrome,1094
"hemoglobinuria, paroxysmal",1095
hemostatic disorders,1096
hepatic veno-occlusive disease,1097
"hepatitis b, chronic",1098
hepatitis c,1099
hyperbilirubinemia,1100
"hypertension, renal",1101
hypertrichosis,1102
hypervitaminosis a,1103
immune suppression,1104
"jaundice, neonatal",1105
keratoconjunctivitis sicca,1106
kidney calculi,1107
metabolic diseases,1108
"metal metabolism, inborn errors",1109
monosomy,1110
multicystic dysplastic kidney,1111
"myoclonic epilepsies, progressive",1112
"nails, malformed",1113
nephrocalcinosis,1114
"nephrosis, congenital",1115
neuralgia,1116
oral ulcer,1117
organophosphate poisoning,1118
osteosarcoma,1119
"pain, intractable",1120
"pancreatitis, chronic",1121
pemphigus,1122
polyploidy,1123
posterior leukoencephalopathy syndrome,1124
precursor t-cell lymphoblastic leukemia-lymphoma,1125
premenstrual syndrome,1126
"protozoan infections, animal",1127
"purpura, thrombocytopenic, idiopathic",1128
recurrence,1129
retinal vein occlusion,1130
"scleroderma, diffuse",1131
serotonin syndrome,1132
spermatic cord torsion,1133
"stomatitis, aphthous",1134
sturge-weber syndrome,1135
thrombotic microangiopathies,1136
"thyroid cancer, follicular",1137
tourette syndrome,1138
trisomy,1139
urolithiasis,1140
uveitis,1141
"uveitis, posterior",1142
vacuolar myopathy,1143
vascular system injuries,1144
vitamin b 12 deficiency,1145
xerophthalmia,1146
"abnormalities, severe teratoid",1147
airway obstruction,1148
alcohol-induced disorders,1149
bile duct diseases,1150
biliary tract diseases,1151
"cardiac output, high",1152
crohn disease,1153
"drug-induced liver injury, chronic",1154
headache disorders,1155
hyperesthesia,1156
hyperventilation,1157
hypoalbuminemia,1158
hypovolemia,1159
kidney papillary necrosis,1160
male urogenital diseases,1161
methemoglobinemia,1162
oliguria,1163
osteoarthritis,1164
postoperative nausea and vomiting,1165
purpura fulminans,1166
respiratory hypersensitivity,1167
respiratory tract infections,1168
spondylosis,1169
ureteral neoplasms,1170
urologic diseases,1171
urticaria,1172
abscess,1173
accutane embryopathy,1174
"acidosis, renal tubular",1175
acneiform eruptions,1176
acrodermatitis,1177
"acth deficiency, isolated",1178
actinomycetales infections,1179
acute-phase reaction,1180
adams-stokes syndrome,1181
"adenocarcinoma, bronchiolo-alveolar",1182
adenoviridae infections,1183
adrenal cortex diseases,1184
adrenal gland diseases,1185
"adrenal hyperplasia, congenital",1186
adrenocortical adenoma,1187
adrenocortical carcinoma,1188
"affective disorders, psychotic",1189
aids-related opportunistic infections,1190
akinetic mutism,1191
alopecia areata,1192
altitude sickness,1193
amphetamine-related disorders,1194
amyopathic dermatomyositis,1195
amyotrophic lateral sclerosis,1196
"anemia, hypoplastic, congenital",1197
"anemia, refractory, with excess of blasts",1198
"angioedemas, hereditary",1199
anorexia nervosa,1200
anotia,1201
anti-neutrophil cytoplasmic antibody-associated vasculitis,1202
aortic valve stenosis,1203
aortitis,1204
"aphasia, broca",1205
arsenic poisoning,1206
"arthritis, juvenile rheumatoid",1207
aspergillosis,1208
asthenia,1209
atypical hemolytic uremic syndrome,1210
azoospermia,1211
bacteremia,1212
bacterial infections,1213
berylliosis,1214
biliary tract neoplasms,1215
blast crisis,1216
blastomycosis,1217
blepharospasm,1218
blue toe syndrome,1219
"bone diseases, infectious",1220
bone marrow neoplasms,1221
brachial plexus neuritis,1222
brain abscess,1223
"brain hemorrhage, traumatic",1224
bronchial neoplasms,1225
bronchitis,1226
"bronchitis, chronic",1227
bronchopneumonia,1228
bronchopulmonary dysplasia,1229
burkitt lymphoma,1230
cachexia,1231
candidiasis,1232
"candidiasis, chronic mucocutaneous",1233
"candidiasis, invasive",1234
"candidiasis, oral",1235
capillary leak syndrome,1236
"carcinoma, bronchogenic",1237
"carcinoma, ehrlich tumor",1238
"carcinoma, large cell",1239
